Anomaly_Type,Description_Norm,Counterparty_Core,Rule_ID,Txn_Count,Total_Amount,Avg_Amount,First_YearMonth,Last_YearMonth,Months_Span,Unique_Months,Recurrence_Pattern,Bank_Rail_Breakdown,Suggested_Category
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000004140129,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000004140129,R15_GENERIC_OUTFLOW,1,-46.0,-46.0,2022-05,2022-05,1,1,ONE_OFF,GIRO:$46,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000004340043,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000004340043,R15_GENERIC_OUTFLOW,1,-46.0,-46.0,2022-06,2022-06,1,1,ONE_OFF,GIRO:$46,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000004740071,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000004740071,R15_GENERIC_OUTFLOW,1,-46.0,-46.0,2022-08,2022-08,1,1,ONE_OFF,GIRO:$46,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000004940022,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000004940022,R15_GENERIC_OUTFLOW,1,-46.0,-46.0,2022-09,2022-09,1,1,ONE_OFF,GIRO:$46,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000005339935,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000005339935,R15_GENERIC_OUTFLOW,1,-46.0,-46.0,2022-11,2022-11,1,1,ONE_OFF,GIRO:$46,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000006339912,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000006339912,R15_GENERIC_OUTFLOW,1,-46.0,-46.0,2022-12,2022-12,1,1,ONE_OFF,GIRO:$46,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000008339900,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000008339900,R15_GENERIC_OUTFLOW,1,-46.0,-46.0,2023-02,2023-02,1,1,ONE_OFF,GIRO:$46,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000009339872,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000009339872,R15_GENERIC_OUTFLOW,1,-46.0,-46.0,2023-03,2023-03,1,1,ONE_OFF,GIRO:$46,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000011339756,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000011339756,R15_GENERIC_OUTFLOW,1,-46.0,-46.0,2023-05,2023-05,1,1,ONE_OFF,GIRO:$46,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000012339739,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000012339739,R15_GENERIC_OUTFLOW,1,-46.0,-46.0,2023-06,2023-06,1,1,ONE_OFF,GIRO:$46,HOUSING/TOWN_COUNCIL_FEES
OTHER_INCOME,PAYNOW-FAST PAYNOW OTHR ER JIA YUN GPAY-,PAYNOW-FAST PAYNOW OTHR ER JIA YUN GPAY-,R14_OTHER_INCOME,2,46.0,23.0,2023-09,2024-02,6,2,SPORADIC,FAST:$46,
DISCRETIONARY,PAYNOW-FAST PIB2407062902181569 POSTER HUB OTHR 201411282EDBSI78823282399,PAYNOW-FAST PIB2407062902181569 POSTER HUB OTHR 201411282EDBSI78823282399,R15_GENERIC_OUTFLOW,1,-43.65,-43.65,2024-07,2024-07,1,1,ONE_OFF,FAST:$43,POSSIBLE_TRANSFER
DISCRETIONARY,FUNDS TRF - FAST PIB2209297644441065 4179710107298920 OTHR TRANSFER,FUNDS TRF - FAST PIB2209297644441065 4179710107298920 OTHR TRANSFER,R15_GENERIC_OUTFLOW,1,-40.71,-40.71,2022-09,2022-09,1,1,ONE_OFF,FAST:$40,POSSIBLE_TRANSFER
DISCRETIONARY,FUNDS TRF - FAST PIB2505015948982746 TRUST CASHBACK OTHR TRANSFER,FUNDS TRF - FAST PIB2505015948982746 TRUST CASHBACK OTHR TRANSFER,R15_GENERIC_OUTFLOW,1,-38.63,-38.63,2025-05,2025-05,1,1,ONE_OFF,FAST:$38,INCOME/CASHBACK
OTHER_INCOME,INWARD CREDIT-FAST PAYNOW OTHR WONG KIT NIAN,INWARD CREDIT-FAST PAYNOW OTHR WONG KIT NIAN,R14_OTHER_INCOME,1,34.2,34.2,2022-04,2022-04,1,1,ONE_OFF,FAST:$34,
OTHER_INCOME,PAYNOW-FAST PAYNOW OTHR LING JESSICA BERNICE PAYNOW TRANSFER,PAYNOW-FAST PAYNOW OTHR LING JESSICA BERNICE PAYNOW TRANSFER,R14_OTHER_INCOME,3,32.0,10.67,2023-03,2023-08,6,3,SPORADIC,FAST:$32,
OTHER_INCOME,INWARD CREDIT-FAST PAYNOW OTHR IRYANI BINTE MOHAMED PAYNOW TRANSFER,INWARD CREDIT-FAST PAYNOW OTHR IRYANI BINTE MOHAMED PAYNOW TRANSFER,R14_OTHER_INCOME,1,31.0,31.0,2022-04,2022-04,1,1,ONE_OFF,FAST:$31,
OTHER_INCOME,INWARD CREDIT-FAST PAYNOW OTHR JY SEND BACK 82182630,INWARD CREDIT-FAST PAYNOW OTHR JY SEND BACK 82182630,R14_OTHER_INCOME,1,30.75,30.75,2022-04,2022-04,1,1,ONE_OFF,FAST:$30,POSSIBLE_TRANSFER
OTHER_INCOME,PAYNOW-FAST PAYNOW OTHR DEVASAHAYAM JOHN BAR LUNCH PAYMENT,PAYNOW-FAST PAYNOW OTHR DEVASAHAYAM JOHN BAR LUNCH PAYMENT,R14_OTHER_INCOME,1,30.0,30.0,2023-03,2023-03,1,1,ONE_OFF,FAST:$30,
OTHER_INCOME,PAYNOW-FAST PAYNOW OTHR HO YEW LEONG PAYNOW TRANSFER,PAYNOW-FAST PAYNOW OTHR HO YEW LEONG PAYNOW TRANSFER,R14_OTHER_INCOME,1,30.0,30.0,2024-02,2024-02,1,1,ONE_OFF,FAST:$30,
DISCRETIONARY,PAYNOW-FAST PIB2402291667500406 TANG YEW MUN JERALD OTHR TRANSFER - MOBILE,PAYNOW-FAST PIB2402291667500406 TANG YEW MUN JERALD OTHR TRANSFER - MOBILE,R15_GENERIC_OUTFLOW,1,-30.0,-30.0,2024-02,2024-02,1,1,ONE_OFF,FAST:$30,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2506276582362424 JOHN OTHR TRANSFER - MOBILE,PAYNOW-FAST PIB2506276582362424 JOHN OTHR TRANSFER - MOBILE,R15_GENERIC_OUTFLOW,1,-30.0,-30.0,2025-06,2025-06,1,1,ONE_OFF,FAST:$30,POSSIBLE_TRANSFER
OTHER_INCOME,PAYNOW-FAST PAYNOW OTHR MA SICONG PAYNOW TRANSFER,PAYNOW-FAST PAYNOW OTHR MA SICONG PAYNOW TRANSFER,R14_OTHER_INCOME,2,25.2,12.6,2023-02,2023-09,8,2,ONE_OFF,FAST:$25,
OTHER_INCOME,PAYNOW-FAST PAYNOW OTHR JOANNA WONG EN-QI,PAYNOW-FAST PAYNOW OTHR JOANNA WONG EN-QI,R14_OTHER_INCOME,1,25.0,25.0,2025-05,2025-05,1,1,ONE_OFF,FAST:$25,
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000013339099,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000013339099,R15_GENERIC_OUTFLOW,1,-24.55,-24.55,2023-07,2023-07,1,1,ONE_OFF,GIRO:$24,HOUSING/TOWN_COUNCIL_FEES
OTHER_INCOME,INWARD CREDIT-FAST PAYNOW OTHR GE LIFE - NON-PAR FU 0080995580,INWARD CREDIT-FAST PAYNOW OTHR GE LIFE - NON-PAR FU 0080995580,R14_OTHER_INCOME,1,24.0,24.0,2022-05,2022-05,1,1,ONE_OFF,FAST:$24,POSSIBLE_TRANSFER
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000000940263,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000000940263,R15_GENERIC_OUTFLOW,1,-23.0,-23.0,2021-01,2021-01,1,1,ONE_OFF,GIRO:$23,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000002139575,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000002139575,R15_GENERIC_OUTFLOW,1,-23.0,-23.0,2021-07,2021-07,1,1,ONE_OFF,GIRO:$23,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000002739518,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000002739518,R15_GENERIC_OUTFLOW,1,-23.0,-23.0,2021-10,2021-10,1,1,ONE_OFF,GIRO:$23,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000003340125,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000003340125,R15_GENERIC_OUTFLOW,1,-23.0,-23.0,2022-01,2022-01,1,1,ONE_OFF,GIRO:$23,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000004539391,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000004539391,R15_GENERIC_OUTFLOW,1,-23.0,-23.0,2022-07,2022-07,1,1,ONE_OFF,GIRO:$23,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000005139362,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000005139362,R15_GENERIC_OUTFLOW,1,-23.0,-23.0,2022-10,2022-10,1,1,ONE_OFF,GIRO:$23,HOUSING/TOWN_COUNCIL_FEES
DISCRETIONARY,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000007339901,INWARD DR - GIRO TCSC C91528519610 WESTCOASTTOWNCOUNCIL WA-GDED-0000007339901,R15_GENERIC_OUTFLOW,1,-23.0,-23.0,2023-01,2023-01,1,1,ONE_OFF,GIRO:$23,HOUSING/TOWN_COUNCIL_FEES
OTHER_INCOME,PAYNOW-FAST PAYNOW OTHR CHARLENE QUITALIG LE PAYNOW TRANSFER,PAYNOW-FAST PAYNOW OTHR CHARLENE QUITALIG LE PAYNOW TRANSFER,R14_OTHER_INCOME,1,22.0,22.0,2024-03,2024-03,1,1,ONE_OFF,FAST:$22,
DISCRETIONARY,PAYNOW-FAST PIB2501164837499367 GLOBAL TOTS MOUNTBAT OTHR SIOW WENLONG INFANTPAR,PAYNOW-FAST PIB2501164837499367 GLOBAL TOTS MOUNTBAT OTHR SIOW WENLONG INFANTPAR,R15_GENERIC_OUTFLOW,1,-21.8,-21.8,2025-01,2025-01,1,1,ONE_OFF,FAST:$21,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2503215497652633 PEER & FOOD PTE. LTD OTHR 202111064GI12BD7227486,PAYNOW-FAST PIB2503215497652633 PEER & FOOD PTE. LTD OTHR 202111064GI12BD7227486,R15_GENERIC_OUTFLOW,1,-21.8,-21.8,2025-03,2025-03,1,1,ONE_OFF,FAST:$21,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2206137050634821 CLARENCE OTHR TRANSFER - MOBILE,PAYNOW-FAST PIB2206137050634821 CLARENCE OTHR TRANSFER - MOBILE,R15_GENERIC_OUTFLOW,1,-20.0,-20.0,2022-06,2022-06,1,1,ONE_OFF,FAST:$20,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2304289056799305 RAJESH OTHR TRANSFER - MOBILE,PAYNOW-FAST PIB2304289056799305 RAJESH OTHR TRANSFER - MOBILE,R15_GENERIC_OUTFLOW,1,-20.0,-20.0,2023-04,2023-04,1,1,ONE_OFF,FAST:$20,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2303108711225620 SICONG OTHR TRANSFER - MOBILE,PAYNOW-FAST PIB2303108711225620 SICONG OTHR TRANSFER - MOBILE,R15_GENERIC_OUTFLOW,1,-19.0,-19.0,2023-03,2023-03,1,1,ONE_OFF,FAST:$19,POSSIBLE_TRANSFER
DISCRETIONARY,NETS DEBIT-CONSUMER KILLINEY DU13067400 XXXXXX2744,NETS DEBIT-CONSUMER KILLINEY DU13067400 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-16.2,-16.2,2023-12,2023-12,1,1,ONE_OFF,NETS:$16,
DISCRETIONARY,PAYNOW-FAST YEO SONG KHOON MBK2508047017001915,PAYNOW-FAST YEO SONG KHOON MBK2508047017001915,R15_GENERIC_OUTFLOW,1,-16.0,-16.0,2025-08,2025-08,1,1,ONE_OFF,FAST:$16,POSSIBLE_TRANSFER
DISCRETIONARY,NETS DEBIT-CONSUMER COMFORT TR20202100 79608204,NETS DEBIT-CONSUMER COMFORT TR20202100 79608204,R15_GENERIC_OUTFLOW,1,-15.6,-15.6,2021-03,2021-03,1,1,ONE_OFF,NETS:$15,TRANSPORT/TAXI
DISCRETIONARY,PAYNOW-FAST PIB2309060099479873 SHAR OTHR TRANSFER - MOBILE,PAYNOW-FAST PIB2309060099479873 SHAR OTHR TRANSFER - MOBILE,R15_GENERIC_OUTFLOW,1,-14.0,-14.0,2023-09,2023-09,1,1,ONE_OFF,FAST:$14,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2309210218312577 QB NET INTERNATIONAL OTHR 200210970DB38QTU320731,PAYNOW-FAST PIB2309210218312577 QB NET INTERNATIONAL OTHR 200210970DB38QTU320731,R15_GENERIC_OUTFLOW,1,-14.0,-14.0,2023-09,2023-09,1,1,ONE_OFF,FAST:$14,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2406252779164457 QB NET INTERNATIONAL OTHR 200210970DB21USG320731,PAYNOW-FAST PIB2406252779164457 QB NET INTERNATIONAL OTHR 200210970DB21USG320731,R15_GENERIC_OUTFLOW,1,-14.0,-14.0,2024-06,2024-06,1,1,ONE_OFF,FAST:$14,POSSIBLE_TRANSFER
DISCRETIONARY,NETS DEBIT-CONSUMER KILLINEY DU08167400 XXXXXX2744,NETS DEBIT-CONSUMER KILLINEY DU08167400 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-13.9,-13.9,2024-02,2024-02,1,1,ONE_OFF,NETS:$13,
OTHER_INCOME,"PAYNOW-FAST PAYNOW OTHR TONG, LISHA LUNCH","PAYNOW-FAST PAYNOW OTHR TONG, LISHA LUNCH",R14_OTHER_INCOME,1,13.6,13.6,2023-06,2023-06,1,1,ONE_OFF,FAST:$13,
DISCRETIONARY,PAYNOW-FAST PIB2311030589215879 CITADINES KITCHENS ( OTHR QL0YTX6SA1FZ00000002X1,PAYNOW-FAST PIB2311030589215879 CITADINES KITCHENS ( OTHR QL0YTX6SA1FZ00000002X1,R15_GENERIC_OUTFLOW,1,-11.2,-11.2,2023-11,2023-11,1,1,ONE_OFF,FAST:$11,POSSIBLE_TRANSFER
DISCRETIONARY,NETS DEBIT-CONSUMER PS PTE LTD11549800 XXXXXX2744,NETS DEBIT-CONSUMER PS PTE LTD11549800 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-11.0,-11.0,2024-02,2024-02,1,1,ONE_OFF,NETS:$11,
DISCRETIONARY,PAYNOW-FAST PIB2404122087613287 KEPPEL ELECTRIC PTE OTHR K202293178,PAYNOW-FAST PIB2404122087613287 KEPPEL ELECTRIC PTE OTHR K202293178,R15_GENERIC_OUTFLOW,1,-10.82,-10.82,2024-04,2024-04,1,1,ONE_OFF,FAST:$10,POSSIBLE_TRANSFER
DISCRETIONARY,NETS DEBIT-CONSUMER AUNTIE PENG12327335 XXXXXX2744,NETS DEBIT-CONSUMER AUNTIE PENG12327335 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-10.6,-10.6,2024-10,2024-10,1,1,ONE_OFF,NETS:$10,
DISCRETIONARY,NETS DEBIT-CONSUMER AH CHEW DES19204348 XXXXXX2744,NETS DEBIT-CONSUMER AH CHEW DES19204348 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-10.4,-10.4,2024-02,2024-02,1,1,ONE_OFF,NETS:$10,
OTHER_INCOME,PAYNOW-FAST PAYNOW OTHR XU CONGYUAN PAYNOW TRANSFER,PAYNOW-FAST PAYNOW OTHR XU CONGYUAN PAYNOW TRANSFER,R14_OTHER_INCOME,1,10.0,10.0,2023-04,2023-04,1,1,ONE_OFF,FAST:$10,
DISCRETIONARY,PAYNOW-FAST PIB2401091196173278 KENNY ANG OTHR TRANSFER - MOBILE,PAYNOW-FAST PIB2401091196173278 KENNY ANG OTHR TRANSFER - MOBILE,R15_GENERIC_OUTFLOW,1,-10.0,-10.0,2024-01,2024-01,1,1,ONE_OFF,FAST:$10,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2403151816126832 LI YING OTHR TRANSFER - MOBILE,PAYNOW-FAST PIB2403151816126832 LI YING OTHR TRANSFER - MOBILE,R15_GENERIC_OUTFLOW,1,-10.0,-10.0,2024-03,2024-03,1,1,ONE_OFF,FAST:$10,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST BAKER'S WELL HOLDIN MBK2409103537643012,PAYNOW-FAST BAKER'S WELL HOLDIN MBK2409103537643012,R15_GENERIC_OUTFLOW,1,-8.8,-8.8,2024-09,2024-09,1,1,ONE_OFF,FAST:$8,POSSIBLE_TRANSFER
DISCRETIONARY,NETS DEBIT-CONSUMER ASHES AT GM17405000 XXXXXX2744,NETS DEBIT-CONSUMER ASHES AT GM17405000 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-8.4,-8.4,2024-02,2024-02,1,1,ONE_OFF,NETS:$8,
DISCRETIONARY,NETS DEBIT-CONSUMER GEM FRESH11288300 XXXXXX2744,NETS DEBIT-CONSUMER GEM FRESH11288300 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-8.1,-8.1,2024-02,2024-02,1,1,ONE_OFF,NETS:$8,
DISCRETIONARY,PAYNOW-FAST PIB2303128725738394 HDB HFD EPORTAL OTHR PA145700,PAYNOW-FAST PIB2303128725738394 HDB HFD EPORTAL OTHR PA145700,R15_GENERIC_OUTFLOW,1,-8.08,-8.08,2023-03,2023-03,1,1,ONE_OFF,FAST:$8,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2208257442027866 ALVYNN W OTHR TRANSFER - MOBILE,PAYNOW-FAST PIB2208257442027866 ALVYNN W OTHR TRANSFER - MOBILE,R15_GENERIC_OUTFLOW,1,-7.9,-7.9,2022-08,2022-08,1,1,ONE_OFF,FAST:$7,POSSIBLE_TRANSFER
DISCRETIONARY,NETS DEBIT-CONSUMER ISS CATERIN11060600 XXXXXX2744,NETS DEBIT-CONSUMER ISS CATERIN11060600 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-7.8,-7.8,2024-04,2024-04,1,1,ONE_OFF,NETS:$7,
DISCRETIONARY,PAYNOW-FAST PIB2207077180577464 JIA XIANG KUCHING RE OTHR 200416986GARCVT5921752,PAYNOW-FAST PIB2207077180577464 JIA XIANG KUCHING RE OTHR 200416986GARCVT5921752,R15_GENERIC_OUTFLOW,1,-7.52,-7.52,2022-07,2022-07,1,1,ONE_OFF,FAST:$7,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2307149657987635 SHAR OTHR TRANSFER - MOBILE,PAYNOW-FAST PIB2307149657987635 SHAR OTHR TRANSFER - MOBILE,R15_GENERIC_OUTFLOW,1,-7.0,-7.0,2023-07,2023-07,1,1,ONE_OFF,FAST:$7,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2510147844046921 BAKERY CUISINE PTE. OTHR TRANSFER - UEN,PAYNOW-FAST PIB2510147844046921 BAKERY CUISINE PTE. OTHR TRANSFER - UEN,R15_GENERIC_OUTFLOW,1,-6.9,-6.9,2025-10,2025-10,1,1,ONE_OFF,FAST:$6,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST BAKER'S WELL HOLDIN MBK2405052303044085,PAYNOW-FAST BAKER'S WELL HOLDIN MBK2405052303044085,R15_GENERIC_OUTFLOW,1,-6.8,-6.8,2024-05,2024-05,1,1,ONE_OFF,FAST:$6,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2311100649391073 CITADINES KITCHENS ( OTHR QL0YTX6SA1FZ00000002X1,PAYNOW-FAST PIB2311100649391073 CITADINES KITCHENS ( OTHR QL0YTX6SA1FZ00000002X1,R15_GENERIC_OUTFLOW,1,-6.2,-6.2,2023-11,2023-11,1,1,ONE_OFF,FAST:$6,POSSIBLE_TRANSFER
DISCRETIONARY,NETS DEBIT-CONSUMER HI LESKMI11593400 XXXXXX2744,NETS DEBIT-CONSUMER HI LESKMI11593400 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-6.0,-6.0,2024-10,2024-10,1,1,ONE_OFF,NETS:$6,
DISCRETIONARY,PAYNOW-FAST PIB2505226181328634 SODEXO SINGAPORE PTE OTHR 198200257NHPFFQF411180,PAYNOW-FAST PIB2505226181328634 SODEXO SINGAPORE PTE OTHR 198200257NHPFFQF411180,R15_GENERIC_OUTFLOW,1,-5.9,-5.9,2025-05,2025-05,1,1,ONE_OFF,FAST:$5,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2312110925288663 CITADINES KITCHENS ( OTHR QL0YTX6SA1FZ00000002X1,PAYNOW-FAST PIB2312110925288663 CITADINES KITCHENS ( OTHR QL0YTX6SA1FZ00000002X1,R15_GENERIC_OUTFLOW,1,-5.6,-5.6,2023-12,2023-12,1,1,ONE_OFF,FAST:$5,POSSIBLE_TRANSFER
DISCRETIONARY,NETS DEBIT-CONSUMER POLAR PUFF19554500 79608204,NETS DEBIT-CONSUMER POLAR PUFF19554500 79608204,R15_GENERIC_OUTFLOW,1,-5.2,-5.2,2021-05,2021-05,1,1,ONE_OFF,NETS:$5,
DISCRETIONARY,NETS DEBIT-CONSUMER TIONG BAHRU11462400 XXXXXX2744,NETS DEBIT-CONSUMER TIONG BAHRU11462400 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-5.0,-5.0,2025-07,2025-07,1,1,ONE_OFF,NETS:$5,
DISCRETIONARY,PAYNOW-FAST BAKER'S WELL HOLDIN MBK2408313432541188,PAYNOW-FAST BAKER'S WELL HOLDIN MBK2408313432541188,R15_GENERIC_OUTFLOW,1,-4.8,-4.8,2024-08,2024-08,1,1,ONE_OFF,FAST:$4,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2208277452261933 ROMESEOW OTHR TRANSFER - MOBILE,PAYNOW-FAST PIB2208277452261933 ROMESEOW OTHR TRANSFER - MOBILE,R15_GENERIC_OUTFLOW,1,-4.8,-4.8,2022-08,2022-08,1,1,ONE_OFF,FAST:$4,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2309290282124568 CITADINES KITCHENS ( OTHR QS,PAYNOW-FAST PIB2309290282124568 CITADINES KITCHENS ( OTHR QS,R15_GENERIC_OUTFLOW,1,-4.8,-4.8,2023-09,2023-09,1,1,ONE_OFF,FAST:$4,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2311020583126507 CITADINES KITCHENS ( OTHR QL0YTX6SA1FZ00000002X1,PAYNOW-FAST PIB2311020583126507 CITADINES KITCHENS ( OTHR QL0YTX6SA1FZ00000002X1,R15_GENERIC_OUTFLOW,1,-4.8,-4.8,2023-11,2023-11,1,1,ONE_OFF,FAST:$4,POSSIBLE_TRANSFER
DISCRETIONARY,PAYNOW-FAST PIB2401231320313384 CITADINES KITCHENS ( OTHR QL0YTX6SA1FZ00000002X1,PAYNOW-FAST PIB2401231320313384 CITADINES KITCHENS ( OTHR QL0YTX6SA1FZ00000002X1,R15_GENERIC_OUTFLOW,1,-4.8,-4.8,2024-01,2024-01,1,1,ONE_OFF,FAST:$4,POSSIBLE_TRANSFER
DISCRETIONARY,NETS DEBIT-CONSUMER QI JI RETA20589500 79608204,NETS DEBIT-CONSUMER QI JI RETA20589500 79608204,R15_GENERIC_OUTFLOW,1,-4.6,-4.6,2021-01,2021-01,1,1,ONE_OFF,NETS:$4,
DISCRETIONARY,NETS DEBIT-CONSUMER MYCK18261700 XXXXXX2744,NETS DEBIT-CONSUMER MYCK18261700 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-4.4,-4.4,2024-01,2024-01,1,1,ONE_OFF,NETS:$4,
DISCRETIONARY,NETS DEBIT-CONSUMER MYCK18501700 XXXXXX2744,NETS DEBIT-CONSUMER MYCK18501700 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-4.4,-4.4,2024-01,2024-01,1,1,ONE_OFF,NETS:$4,
DISCRETIONARY,PAYNOW-FAST BAKER'S WELL HOLDIN MBK2409233655325355,PAYNOW-FAST BAKER'S WELL HOLDIN MBK2409233655325355,R15_GENERIC_OUTFLOW,1,-4.0,-4.0,2024-09,2024-09,1,1,ONE_OFF,FAST:$4,POSSIBLE_TRANSFER
DISCRETIONARY,NETS DEBIT-CONSUMER AUNTY OATS 08537500 XXXXXX2744,NETS DEBIT-CONSUMER AUNTY OATS 08537500 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-3.9,-3.9,2025-01,2025-01,1,1,ONE_OFF,NETS:$3,
DISCRETIONARY,NETS DEBIT-CONSUMER AUNTY OATS 09207500 XXXXXX2744,NETS DEBIT-CONSUMER AUNTY OATS 09207500 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-3.9,-3.9,2025-02,2025-02,1,1,ONE_OFF,NETS:$3,
DISCRETIONARY,NETS DEBIT-CONSUMER AUNTY OATS 09337500 XXXXXX2744,NETS DEBIT-CONSUMER AUNTY OATS 09337500 XXXXXX2744,R15_GENERIC_OUTFLOW,1,-3.9,-3.9,2025-01,2025-01,1,1,ONE_OFF,NETS:$3,
